id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
17258,Female,disloyal Customer,35,Business travel,Eco,872,3,2,2,1,2,2,2,2,2,5,4,4,4,2,0,0.0,neutral or dissatisfied
72026,Male,Loyal Customer,49,Business travel,Business,3784,4,4,4,4,4,4,4,4,5,3,4,4,3,4,19,0.0,satisfied
86038,Female,Loyal Customer,26,Personal Travel,Eco,447,3,5,3,1,1,3,1,1,4,3,5,5,5,1,0,0.0,neutral or dissatisfied
73860,Female,Loyal Customer,53,Personal Travel,Eco,1810,1,3,1,3,3,3,4,1,1,1,1,4,1,2,1,16.0,neutral or dissatisfied
43549,Female,disloyal Customer,25,Business travel,Eco,308,2,4,2,3,2,2,2,2,2,5,3,3,3,2,0,0.0,neutral or dissatisfied
2701,Male,disloyal Customer,37,Business travel,Eco,562,1,1,1,4,2,1,2,2,2,4,4,4,4,2,42,65.0,neutral or dissatisfied
40071,Male,disloyal Customer,24,Business travel,Eco,493,0,0,0,2,3,0,3,3,2,4,2,2,4,3,0,0.0,satisfied
14737,Male,Loyal Customer,44,Business travel,Eco,404,5,1,1,1,5,5,5,5,5,5,1,5,1,5,19,63.0,satisfied
45798,Female,disloyal Customer,47,Business travel,Eco,391,4,1,3,4,5,3,1,5,4,4,4,3,4,5,0,1.0,neutral or dissatisfied
62136,Male,Loyal Customer,54,Business travel,Business,2565,5,5,5,5,3,5,5,5,5,5,5,3,5,3,0,0.0,satisfied
91406,Male,Loyal Customer,27,Personal Travel,Eco,2342,5,5,5,3,5,2,2,3,1,2,3,2,1,2,0,0.0,satisfied
66195,Male,Loyal Customer,47,Business travel,Business,1644,5,5,5,5,4,5,5,4,4,5,4,4,4,4,0,0.0,satisfied
122623,Female,Loyal Customer,10,Personal Travel,Eco,728,2,3,3,3,4,3,2,4,2,4,3,1,3,4,6,14.0,neutral or dissatisfied
8917,Male,Loyal Customer,51,Business travel,Business,3912,5,5,5,5,4,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
30013,Female,disloyal Customer,23,Business travel,Eco,183,3,4,3,3,4,3,4,4,1,3,2,4,4,4,0,0.0,neutral or dissatisfied
90995,Female,disloyal Customer,16,Business travel,Eco,240,5,0,5,2,2,5,2,2,2,1,4,5,5,2,0,0.0,satisfied
122617,Female,Loyal Customer,50,Personal Travel,Eco,728,1,4,2,2,4,4,5,1,1,2,1,3,1,1,0,0.0,neutral or dissatisfied
92678,Female,Loyal Customer,57,Business travel,Business,507,5,5,5,5,4,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
126046,Female,Loyal Customer,32,Business travel,Business,468,1,1,1,1,4,4,4,4,5,5,5,5,4,4,0,0.0,satisfied
32893,Male,Loyal Customer,46,Personal Travel,Eco,216,3,1,3,3,2,3,5,2,2,4,2,1,2,2,0,2.0,neutral or dissatisfied
129156,Male,Loyal Customer,13,Business travel,Business,954,3,3,3,3,4,4,4,4,4,2,4,3,4,4,0,0.0,satisfied
104074,Male,Loyal Customer,56,Business travel,Business,3805,2,2,2,2,3,4,3,2,2,2,2,1,2,4,12,12.0,neutral or dissatisfied
85432,Female,disloyal Customer,44,Business travel,Business,152,1,0,0,4,3,1,3,3,3,3,5,4,4,3,0,0.0,neutral or dissatisfied
72713,Female,Loyal Customer,48,Business travel,Business,3129,3,3,3,3,2,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
54156,Female,Loyal Customer,36,Business travel,Eco,1400,5,5,5,5,5,5,5,5,3,4,1,4,2,5,2,0.0,satisfied
115272,Female,Loyal Customer,49,Business travel,Business,372,2,2,2,2,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
74962,Male,Loyal Customer,19,Personal Travel,Eco,2475,2,5,3,3,2,3,2,2,3,3,5,3,5,2,41,87.0,neutral or dissatisfied
39170,Female,disloyal Customer,26,Business travel,Eco,287,2,4,2,2,4,2,4,4,4,3,1,4,5,4,0,0.0,neutral or dissatisfied
44136,Female,disloyal Customer,19,Business travel,Eco,198,1,1,0,4,4,0,4,4,3,1,3,2,3,4,40,40.0,neutral or dissatisfied
70735,Male,Loyal Customer,58,Personal Travel,Eco,675,4,5,4,1,4,4,4,4,3,2,4,4,4,4,19,7.0,satisfied
60274,Male,disloyal Customer,21,Business travel,Eco,2218,3,3,3,3,3,3,3,3,3,1,2,4,3,3,0,0.0,neutral or dissatisfied
24828,Male,Loyal Customer,58,Business travel,Eco,991,5,1,1,1,4,5,4,4,2,2,2,1,4,4,0,1.0,satisfied
116046,Female,Loyal Customer,28,Personal Travel,Eco,325,0,2,0,3,4,0,4,4,2,5,4,3,3,4,1,0.0,satisfied
69823,Male,Loyal Customer,50,Business travel,Business,3562,4,4,4,4,2,4,5,5,5,5,5,5,5,3,45,26.0,satisfied
79493,Female,Loyal Customer,20,Personal Travel,Business,712,4,5,4,2,2,4,2,2,1,5,3,3,2,2,0,17.0,neutral or dissatisfied
71035,Female,Loyal Customer,35,Business travel,Business,3714,1,1,5,1,5,5,4,2,2,3,2,5,2,5,0,0.0,satisfied
110712,Male,disloyal Customer,22,Business travel,Business,997,4,4,4,2,3,4,3,3,3,4,5,5,4,3,0,0.0,satisfied
67452,Male,Loyal Customer,32,Personal Travel,Eco,721,2,5,2,3,5,2,5,5,4,5,4,3,5,5,25,14.0,neutral or dissatisfied
119,Female,Loyal Customer,37,Business travel,Eco,162,2,1,1,1,2,2,2,2,3,4,3,3,3,2,0,21.0,neutral or dissatisfied
86181,Female,Loyal Customer,46,Business travel,Eco,306,2,4,4,4,5,4,3,2,2,2,2,2,2,2,9,6.0,neutral or dissatisfied
2986,Male,Loyal Customer,72,Business travel,Business,922,3,3,4,3,2,4,4,5,5,4,5,3,5,4,4,0.0,satisfied
64619,Female,Loyal Customer,46,Business travel,Business,2340,1,1,1,1,2,4,5,5,5,5,4,3,5,3,0,0.0,satisfied
48435,Female,Loyal Customer,26,Business travel,Business,2351,1,1,5,1,4,4,4,4,1,1,4,3,4,4,30,,satisfied
72386,Male,disloyal Customer,28,Business travel,Business,1121,5,5,5,5,3,5,4,3,3,2,4,5,4,3,6,31.0,satisfied
39912,Female,Loyal Customer,60,Personal Travel,Eco Plus,272,3,0,3,1,3,5,4,1,1,3,1,4,1,4,0,0.0,neutral or dissatisfied
72626,Female,Loyal Customer,42,Personal Travel,Eco,985,3,4,4,5,4,4,4,3,3,4,3,3,3,3,0,0.0,neutral or dissatisfied
119356,Male,Loyal Customer,19,Personal Travel,Eco Plus,214,2,0,2,3,3,2,3,3,5,5,4,4,5,3,0,2.0,neutral or dissatisfied
14110,Female,Loyal Customer,43,Personal Travel,Eco,425,3,0,3,3,3,4,5,3,3,3,3,4,3,4,14,0.0,neutral or dissatisfied
20482,Female,Loyal Customer,46,Business travel,Eco,130,4,2,2,2,5,3,3,4,4,4,4,1,4,4,10,7.0,satisfied
75609,Female,Loyal Customer,21,Personal Travel,Eco,337,2,1,2,3,5,2,5,5,3,1,2,1,3,5,0,0.0,neutral or dissatisfied
38461,Female,Loyal Customer,45,Personal Travel,Eco,1504,2,5,3,3,5,4,5,1,1,3,1,5,1,4,0,0.0,neutral or dissatisfied
127089,Male,disloyal Customer,18,Business travel,Eco,651,4,0,4,5,4,4,4,4,3,5,4,4,3,4,1,0.0,neutral or dissatisfied
52471,Female,Loyal Customer,40,Personal Travel,Eco Plus,261,2,4,0,3,4,0,4,4,5,3,3,4,5,4,0,0.0,neutral or dissatisfied
14397,Male,Loyal Customer,44,Personal Travel,Eco,789,1,5,1,3,1,1,1,1,4,5,5,3,5,1,43,19.0,neutral or dissatisfied
36755,Male,Loyal Customer,39,Business travel,Business,2588,2,2,4,2,4,4,4,5,5,5,4,4,1,4,0,0.0,satisfied
93417,Female,Loyal Customer,40,Business travel,Business,671,2,2,2,2,5,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
21793,Female,Loyal Customer,38,Business travel,Eco,352,1,4,1,4,1,1,1,1,1,1,4,3,4,1,0,0.0,neutral or dissatisfied
21753,Female,Loyal Customer,59,Personal Travel,Eco,563,2,1,1,3,4,3,3,5,5,1,1,1,5,1,0,0.0,neutral or dissatisfied
51492,Female,disloyal Customer,24,Business travel,Business,598,3,3,3,4,3,3,3,3,2,1,3,1,3,3,0,0.0,neutral or dissatisfied
68374,Female,Loyal Customer,36,Business travel,Business,2149,3,3,3,3,4,4,5,5,5,5,5,3,5,3,0,2.0,satisfied
10589,Male,Loyal Customer,41,Business travel,Business,1889,0,0,0,4,5,4,4,1,1,1,1,4,1,4,6,5.0,satisfied
9707,Male,Loyal Customer,24,Personal Travel,Eco,212,2,4,2,3,5,2,5,5,4,5,3,1,4,5,0,7.0,neutral or dissatisfied
45264,Female,disloyal Customer,30,Business travel,Business,188,2,2,2,3,2,2,2,2,3,2,4,3,4,2,0,0.0,neutral or dissatisfied
83332,Female,Loyal Customer,46,Business travel,Business,2368,4,4,4,4,1,1,3,5,5,5,5,1,5,3,0,0.0,satisfied
108103,Male,Loyal Customer,28,Business travel,Business,2464,1,1,1,1,4,4,4,4,4,3,4,5,4,4,0,0.0,satisfied
59485,Female,Loyal Customer,28,Business travel,Business,2253,5,5,5,5,5,5,5,5,3,5,4,4,4,5,4,0.0,satisfied
125933,Male,Loyal Customer,42,Personal Travel,Eco,861,1,2,0,4,3,0,3,3,3,2,4,2,3,3,40,33.0,neutral or dissatisfied
65195,Male,Loyal Customer,56,Personal Travel,Eco,224,1,3,1,3,5,1,5,5,2,4,4,1,4,5,48,44.0,neutral or dissatisfied
96030,Male,Loyal Customer,38,Business travel,Business,1090,2,4,4,4,5,3,4,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
125071,Female,Loyal Customer,85,Business travel,Business,3156,3,5,5,5,4,3,3,3,1,4,4,3,3,3,0,0.0,neutral or dissatisfied
3977,Female,Loyal Customer,47,Business travel,Business,2975,5,5,5,5,3,4,5,3,3,4,3,5,3,5,0,0.0,satisfied
41841,Female,Loyal Customer,61,Personal Travel,Eco,462,2,3,2,3,3,4,4,2,2,2,4,4,2,2,0,0.0,neutral or dissatisfied
9649,Female,disloyal Customer,59,Business travel,Business,212,5,5,5,4,5,5,5,5,5,3,5,3,4,5,8,7.0,satisfied
108133,Female,Loyal Customer,37,Business travel,Business,3577,2,2,2,2,2,4,3,2,2,2,2,4,2,4,23,26.0,neutral or dissatisfied
105591,Female,disloyal Customer,25,Business travel,Business,577,4,0,4,2,2,4,2,2,5,2,5,4,5,2,0,0.0,satisfied
38337,Male,Loyal Customer,42,Business travel,Business,3293,1,1,1,1,3,4,3,5,5,5,5,4,5,4,0,2.0,satisfied
111989,Female,Loyal Customer,32,Personal Travel,Eco,533,4,4,4,4,1,4,1,1,3,3,4,5,4,1,10,11.0,neutral or dissatisfied
83166,Female,Loyal Customer,32,Personal Travel,Eco Plus,1127,3,5,3,4,5,3,4,5,5,3,4,4,5,5,0,0.0,neutral or dissatisfied
44445,Male,Loyal Customer,62,Business travel,Eco Plus,420,4,1,1,1,4,4,4,4,1,5,2,2,3,4,5,0.0,satisfied
95655,Female,disloyal Customer,40,Business travel,Business,445,1,1,1,3,4,1,4,4,1,4,4,4,4,4,61,49.0,neutral or dissatisfied
92182,Female,Loyal Customer,39,Business travel,Business,1979,2,2,2,2,2,4,5,4,4,4,4,4,4,3,40,35.0,satisfied
109706,Male,Loyal Customer,43,Business travel,Business,587,5,5,5,5,3,5,5,2,2,2,2,4,2,3,8,4.0,satisfied
114733,Female,Loyal Customer,38,Business travel,Business,3731,1,1,4,1,2,5,5,5,5,5,5,3,5,4,0,0.0,satisfied
43121,Male,Loyal Customer,61,Personal Travel,Eco,391,2,5,2,2,2,3,3,5,4,5,5,3,1,3,133,118.0,neutral or dissatisfied
50082,Female,Loyal Customer,24,Business travel,Business,1742,2,3,3,3,1,1,2,1,4,5,3,3,4,1,0,0.0,neutral or dissatisfied
38428,Male,Loyal Customer,21,Personal Travel,Eco,965,4,5,4,1,1,4,1,1,5,4,4,4,4,1,0,0.0,satisfied
49121,Male,Loyal Customer,38,Business travel,Eco,156,5,2,2,2,5,5,5,5,5,4,4,5,5,5,0,0.0,satisfied
128281,Female,Loyal Customer,50,Business travel,Business,1581,5,5,5,5,4,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
7058,Female,disloyal Customer,43,Business travel,Business,157,3,3,3,4,5,3,5,5,3,2,4,4,5,5,1,0.0,neutral or dissatisfied
40570,Female,disloyal Customer,24,Business travel,Business,391,3,3,3,3,3,3,4,3,2,5,4,3,4,3,71,59.0,neutral or dissatisfied
51631,Female,Loyal Customer,63,Business travel,Business,651,3,3,3,3,3,4,3,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
125671,Male,Loyal Customer,58,Business travel,Eco,814,3,3,3,3,2,3,2,2,3,5,4,4,3,2,0,0.0,neutral or dissatisfied
18657,Male,Loyal Customer,49,Personal Travel,Eco,201,3,5,3,4,2,3,2,2,4,3,1,1,2,2,0,0.0,neutral or dissatisfied
100549,Female,Loyal Customer,55,Business travel,Eco Plus,180,3,5,5,5,5,4,1,3,3,3,3,2,3,3,10,1.0,satisfied
78666,Female,Loyal Customer,42,Business travel,Business,3711,5,5,5,5,3,5,4,5,5,5,5,3,5,4,18,20.0,satisfied
48971,Female,Loyal Customer,30,Business travel,Business,2662,1,1,1,1,5,5,5,5,4,4,5,1,1,5,71,72.0,satisfied
79782,Female,Loyal Customer,60,Personal Travel,Business,1010,1,4,1,1,4,5,3,2,2,1,2,2,2,5,0,0.0,neutral or dissatisfied
90887,Male,Loyal Customer,60,Business travel,Business,515,2,2,2,2,2,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
104535,Male,disloyal Customer,23,Business travel,Eco,1256,4,4,4,4,4,4,4,4,3,4,4,3,5,4,0,0.0,satisfied
53141,Female,Loyal Customer,26,Business travel,Eco,413,1,3,3,3,1,1,3,1,3,2,3,4,3,1,44,38.0,neutral or dissatisfied
76851,Male,Loyal Customer,30,Business travel,Eco,1195,4,3,3,3,4,4,4,4,4,1,3,2,4,4,19,21.0,neutral or dissatisfied
11701,Male,Loyal Customer,36,Business travel,Business,2864,3,3,3,3,2,4,4,4,4,4,4,4,4,5,3,0.0,satisfied
85689,Female,disloyal Customer,25,Business travel,Business,1547,3,5,4,4,5,4,5,5,3,4,4,3,5,5,0,0.0,neutral or dissatisfied
60771,Male,disloyal Customer,28,Business travel,Eco,804,3,3,3,4,5,3,1,5,3,2,4,4,3,5,41,22.0,neutral or dissatisfied
57064,Female,Loyal Customer,44,Personal Travel,Business,2065,3,5,3,1,3,3,4,4,4,3,4,3,4,4,1,0.0,neutral or dissatisfied
28900,Male,Loyal Customer,23,Business travel,Business,1689,4,4,4,4,4,4,4,4,5,2,5,4,1,4,0,0.0,satisfied
86472,Female,Loyal Customer,17,Business travel,Business,794,2,5,5,5,2,2,2,2,1,5,4,1,3,2,11,0.0,neutral or dissatisfied
122061,Female,Loyal Customer,53,Business travel,Business,3696,1,3,3,3,4,3,4,2,2,2,1,2,2,2,90,87.0,neutral or dissatisfied
129647,Male,Loyal Customer,64,Business travel,Eco,337,2,2,2,2,2,2,2,2,1,3,3,3,3,2,0,0.0,neutral or dissatisfied
93794,Male,Loyal Customer,47,Business travel,Business,3722,4,4,4,4,5,5,4,5,5,5,5,3,5,4,123,,satisfied
86261,Male,Loyal Customer,25,Personal Travel,Eco,226,1,5,1,5,5,1,5,5,4,4,4,3,4,5,73,68.0,neutral or dissatisfied
58859,Male,disloyal Customer,26,Business travel,Business,888,4,5,5,1,5,5,5,5,5,3,5,4,5,5,70,72.0,satisfied
84255,Male,disloyal Customer,30,Business travel,Eco,1814,2,2,2,3,2,2,1,2,3,1,4,3,4,2,0,8.0,neutral or dissatisfied
24706,Female,Loyal Customer,59,Business travel,Eco,397,4,4,3,3,5,4,3,4,4,4,4,4,4,3,21,27.0,neutral or dissatisfied
108519,Male,Loyal Customer,50,Personal Travel,Eco,519,2,5,2,5,4,2,4,4,5,4,5,5,4,4,0,0.0,neutral or dissatisfied
94943,Male,Loyal Customer,31,Business travel,Business,2755,2,3,3,3,2,2,2,2,3,5,4,4,4,2,7,4.0,neutral or dissatisfied
89873,Male,disloyal Customer,24,Business travel,Eco,1310,4,5,5,1,4,4,2,4,3,3,5,3,5,4,0,0.0,satisfied
31139,Male,Loyal Customer,48,Personal Travel,Eco,991,3,5,3,5,4,3,4,4,3,2,5,4,5,4,19,29.0,neutral or dissatisfied
104071,Male,disloyal Customer,27,Business travel,Business,359,5,5,5,4,1,5,1,1,5,5,5,3,4,1,0,0.0,satisfied
60794,Female,Loyal Customer,53,Business travel,Business,3997,2,2,4,2,2,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
29617,Male,Loyal Customer,60,Business travel,Eco,680,4,2,1,2,4,4,4,4,2,4,2,4,4,4,0,0.0,satisfied
77430,Female,Loyal Customer,39,Personal Travel,Eco,590,2,4,2,3,3,2,2,3,3,3,5,4,5,3,7,0.0,neutral or dissatisfied
44382,Female,disloyal Customer,38,Business travel,Eco Plus,229,4,3,3,2,5,3,5,5,2,3,4,4,4,5,0,5.0,satisfied
52232,Female,Loyal Customer,27,Business travel,Business,3159,1,1,1,1,4,4,4,4,1,1,5,4,2,4,22,6.0,satisfied
125656,Female,Loyal Customer,55,Business travel,Business,759,4,4,4,4,5,4,5,3,3,3,3,3,3,5,0,0.0,satisfied
12445,Female,Loyal Customer,27,Personal Travel,Eco,305,3,5,3,1,3,3,3,3,5,2,5,5,5,3,0,0.0,neutral or dissatisfied
9919,Male,Loyal Customer,38,Business travel,Business,534,3,4,4,4,4,4,4,3,3,3,3,3,3,2,26,11.0,neutral or dissatisfied
61678,Male,disloyal Customer,49,Business travel,Business,1379,4,4,4,3,2,4,4,2,3,3,5,5,4,2,7,7.0,satisfied
79360,Female,Loyal Customer,51,Business travel,Business,2585,2,2,2,2,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
100768,Male,disloyal Customer,26,Business travel,Business,1411,2,2,2,1,1,2,1,1,5,2,5,4,5,1,19,6.0,neutral or dissatisfied
108389,Male,Loyal Customer,9,Personal Travel,Eco,1750,3,4,3,3,3,1,1,1,3,4,4,1,2,1,448,445.0,neutral or dissatisfied
74736,Male,Loyal Customer,51,Personal Travel,Eco,1464,3,5,3,5,3,3,4,3,5,3,4,5,5,3,63,60.0,neutral or dissatisfied
7881,Male,disloyal Customer,24,Business travel,Eco,948,3,3,3,4,2,3,2,2,4,3,3,4,4,2,0,0.0,neutral or dissatisfied
129528,Female,Loyal Customer,57,Business travel,Business,2583,5,1,5,5,3,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
32129,Male,Loyal Customer,48,Business travel,Business,3081,1,1,1,1,3,1,2,4,4,4,4,4,4,1,0,0.0,satisfied
64679,Male,Loyal Customer,42,Business travel,Business,1976,5,5,2,5,5,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
8556,Female,Loyal Customer,34,Business travel,Business,109,1,1,1,1,4,4,4,5,5,5,5,4,5,5,0,3.0,satisfied
50387,Female,disloyal Customer,25,Business travel,Eco,110,2,1,2,3,1,2,1,1,1,5,3,4,4,1,0,0.0,neutral or dissatisfied
76327,Female,Loyal Customer,41,Personal Travel,Eco,2182,3,2,3,3,1,3,1,1,3,3,3,4,4,1,0,0.0,neutral or dissatisfied
36587,Male,Loyal Customer,33,Business travel,Business,1630,2,2,2,2,2,2,2,2,3,3,3,1,3,2,0,2.0,neutral or dissatisfied
107579,Female,Loyal Customer,39,Personal Travel,Eco,1521,3,4,3,3,5,3,5,5,1,2,4,4,3,5,3,8.0,neutral or dissatisfied
33511,Female,Loyal Customer,51,Business travel,Eco Plus,965,3,2,2,2,5,5,3,3,3,3,3,4,3,3,0,0.0,satisfied
59099,Female,Loyal Customer,27,Personal Travel,Eco,1781,4,5,4,3,1,4,3,1,4,5,4,5,4,1,12,37.0,neutral or dissatisfied
11502,Male,Loyal Customer,19,Personal Travel,Eco Plus,308,4,2,1,4,5,1,1,5,2,3,4,4,3,5,0,0.0,satisfied
51102,Female,Loyal Customer,48,Personal Travel,Eco,156,1,2,1,3,4,4,4,3,3,1,3,1,3,3,0,3.0,neutral or dissatisfied
77363,Male,disloyal Customer,25,Business travel,Business,588,1,4,1,3,4,1,2,4,4,4,4,5,5,4,17,0.0,neutral or dissatisfied
8301,Male,Loyal Customer,51,Business travel,Business,2462,5,5,5,5,4,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
97366,Male,Loyal Customer,39,Personal Travel,Eco,872,2,4,2,4,5,2,5,5,3,1,4,3,4,5,43,21.0,neutral or dissatisfied
81277,Male,Loyal Customer,53,Business travel,Eco,1020,4,2,2,2,5,4,5,5,3,1,4,4,3,5,108,89.0,neutral or dissatisfied
102346,Female,disloyal Customer,36,Business travel,Eco,236,1,1,2,3,2,2,2,2,4,4,3,4,3,2,18,15.0,neutral or dissatisfied
33879,Male,disloyal Customer,31,Business travel,Eco,994,4,4,4,3,5,4,5,5,1,5,3,1,4,5,36,41.0,neutral or dissatisfied
110313,Female,Loyal Customer,42,Business travel,Business,1560,4,4,4,4,3,5,4,5,5,5,5,3,5,4,9,0.0,satisfied
16807,Female,Loyal Customer,41,Business travel,Eco,645,2,3,3,3,2,2,2,2,5,2,4,2,1,2,0,0.0,satisfied
10826,Male,disloyal Customer,18,Business travel,Eco,295,4,2,4,3,1,4,1,1,2,3,4,1,3,1,0,0.0,neutral or dissatisfied
52578,Male,disloyal Customer,26,Business travel,Eco,119,5,0,5,3,2,5,2,2,5,2,5,5,4,2,0,0.0,satisfied
109600,Female,Loyal Customer,20,Personal Travel,Eco Plus,994,3,5,3,3,5,3,5,5,3,5,5,5,4,5,19,17.0,neutral or dissatisfied
18955,Male,Loyal Customer,22,Business travel,Eco Plus,500,0,5,0,4,3,0,3,3,5,3,2,4,4,3,1,0.0,satisfied
33299,Female,Loyal Customer,20,Personal Travel,Eco Plus,101,3,2,3,3,1,3,1,1,4,5,3,4,2,1,6,18.0,neutral or dissatisfied
93921,Male,Loyal Customer,44,Business travel,Business,3577,3,3,1,3,3,4,4,2,2,2,2,5,2,3,0,0.0,satisfied
77324,Female,Loyal Customer,59,Business travel,Business,588,5,5,5,5,4,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
31496,Male,Loyal Customer,43,Business travel,Eco,862,4,4,4,4,4,4,4,4,3,5,1,4,2,4,0,0.0,satisfied
14271,Female,Loyal Customer,44,Business travel,Business,429,5,5,5,5,1,5,3,5,5,5,5,5,5,5,0,0.0,satisfied
42233,Female,Loyal Customer,44,Business travel,Business,2568,1,1,5,1,4,3,4,1,1,1,1,1,1,4,0,0.0,neutral or dissatisfied
81594,Female,Loyal Customer,46,Business travel,Business,1655,0,0,0,2,5,5,4,3,3,3,3,5,3,3,0,0.0,satisfied
36112,Female,Loyal Customer,47,Business travel,Business,1609,1,1,1,1,3,3,3,1,1,1,1,1,1,3,47,49.0,neutral or dissatisfied
37581,Male,Loyal Customer,46,Business travel,Eco,669,2,4,4,4,2,2,2,2,4,3,4,4,4,2,0,6.0,neutral or dissatisfied
102586,Female,disloyal Customer,22,Business travel,Eco,488,2,2,1,4,1,1,1,1,1,1,3,4,3,1,21,18.0,neutral or dissatisfied
23674,Male,Loyal Customer,29,Business travel,Eco,196,0,0,0,1,2,0,2,2,3,5,1,3,2,2,32,22.0,satisfied
102153,Female,Loyal Customer,59,Business travel,Business,258,4,4,4,4,4,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
122464,Female,disloyal Customer,38,Business travel,Business,808,4,4,4,4,2,4,2,2,3,2,5,4,4,2,0,0.0,neutral or dissatisfied
98707,Female,Loyal Customer,46,Business travel,Business,992,4,4,4,4,2,4,4,3,3,2,3,4,3,3,0,0.0,satisfied
111558,Male,Loyal Customer,44,Business travel,Business,1703,3,2,2,2,2,4,3,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
