id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
31453,Male,Loyal Customer,68,Personal Travel,Business,853,2,4,2,3,5,5,5,5,5,2,5,4,5,3,19,34.0,neutral or dissatisfied
69659,Female,Loyal Customer,41,Business travel,Business,3787,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
106256,Female,Loyal Customer,53,Business travel,Business,1500,5,5,5,5,4,5,4,4,4,5,4,3,4,5,0,9.0,satisfied
56306,Male,Loyal Customer,40,Business travel,Business,1882,3,3,3,3,5,3,5,4,4,4,4,4,4,3,1,0.0,satisfied
56848,Male,Loyal Customer,38,Business travel,Business,2425,5,5,5,5,4,4,4,4,2,5,5,4,3,4,0,0.0,satisfied
116403,Female,Loyal Customer,11,Personal Travel,Eco,447,2,5,2,3,1,2,1,1,5,2,5,5,5,1,36,34.0,neutral or dissatisfied
60833,Female,disloyal Customer,36,Business travel,Eco,1015,3,2,2,3,4,2,4,4,4,3,4,1,3,4,50,46.0,neutral or dissatisfied
24021,Male,Loyal Customer,44,Business travel,Business,562,2,3,3,3,2,2,2,4,4,2,3,2,1,2,383,386.0,neutral or dissatisfied
105892,Male,Loyal Customer,54,Business travel,Business,283,5,5,5,5,4,4,5,5,5,5,5,5,5,4,21,0.0,satisfied
36567,Female,Loyal Customer,33,Business travel,Business,1185,1,1,1,1,5,3,2,5,5,4,5,2,5,5,52,115.0,satisfied
96679,Female,Loyal Customer,59,Personal Travel,Eco Plus,937,2,4,1,3,2,1,4,4,4,1,4,5,4,5,0,0.0,neutral or dissatisfied
121177,Male,Loyal Customer,68,Personal Travel,Eco,2402,4,5,4,2,4,4,4,5,3,4,5,4,5,4,28,30.0,neutral or dissatisfied
120204,Female,Loyal Customer,38,Business travel,Business,1430,5,5,5,5,2,4,5,5,5,5,5,3,5,4,13,9.0,satisfied
18354,Male,Loyal Customer,47,Business travel,Business,3605,1,0,0,3,1,4,4,1,1,0,1,2,1,1,39,39.0,neutral or dissatisfied
25748,Female,Loyal Customer,39,Business travel,Business,2847,1,1,1,1,3,4,5,2,2,2,2,1,2,3,15,7.0,satisfied
113083,Female,Loyal Customer,50,Business travel,Eco,479,1,3,3,3,1,3,2,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied
68119,Male,Loyal Customer,26,Personal Travel,Eco,813,2,0,2,2,5,2,5,5,4,3,5,4,4,5,0,0.0,neutral or dissatisfied
34569,Female,Loyal Customer,41,Business travel,Business,1598,1,5,1,1,4,4,2,5,5,5,5,2,5,4,0,0.0,satisfied
101410,Female,Loyal Customer,56,Personal Travel,Eco,486,3,2,3,3,3,3,3,5,5,3,5,2,5,2,11,0.0,neutral or dissatisfied
83873,Male,Loyal Customer,56,Business travel,Business,1670,1,1,1,1,4,4,5,4,4,4,4,5,4,5,4,19.0,satisfied
62736,Male,Loyal Customer,29,Business travel,Business,2556,1,1,1,1,2,2,2,4,2,3,4,2,5,2,9,0.0,satisfied
65414,Female,Loyal Customer,60,Business travel,Business,2170,1,1,1,1,2,4,5,2,2,2,2,4,2,5,52,54.0,satisfied
73478,Male,Loyal Customer,66,Personal Travel,Eco,1197,3,4,3,2,2,3,2,2,5,2,1,5,4,2,0,21.0,neutral or dissatisfied
59871,Male,Loyal Customer,29,Business travel,Business,2332,2,1,2,2,4,4,4,4,3,2,5,5,5,4,47,32.0,satisfied
2838,Female,Loyal Customer,59,Business travel,Business,1832,1,1,1,1,3,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
30137,Male,Loyal Customer,47,Personal Travel,Eco,548,2,0,2,2,3,2,3,3,2,2,5,4,1,3,0,0.0,neutral or dissatisfied
116780,Female,Loyal Customer,53,Personal Travel,Eco Plus,447,1,3,1,1,1,4,4,5,3,4,2,4,4,4,138,158.0,neutral or dissatisfied
122395,Male,Loyal Customer,12,Personal Travel,Eco,529,4,4,4,3,4,4,4,4,4,5,4,5,5,4,1,7.0,neutral or dissatisfied
122353,Female,Loyal Customer,41,Business travel,Business,1973,1,1,1,1,4,4,5,2,2,2,2,5,2,3,0,0.0,satisfied
58556,Female,Loyal Customer,62,Personal Travel,Eco,1514,2,4,2,4,2,3,3,3,3,2,2,3,3,4,0,0.0,neutral or dissatisfied
65443,Female,Loyal Customer,40,Business travel,Business,1303,3,5,2,2,4,4,4,3,3,3,3,3,3,3,0,1.0,neutral or dissatisfied
20765,Male,Loyal Customer,9,Business travel,Business,534,1,1,1,1,1,1,1,1,4,5,3,1,4,1,0,0.0,neutral or dissatisfied
60739,Male,Loyal Customer,69,Personal Travel,Eco Plus,1605,3,3,2,4,2,2,2,2,4,5,2,2,3,2,0,0.0,neutral or dissatisfied
85340,Male,Loyal Customer,45,Business travel,Business,874,3,3,3,3,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
66955,Female,Loyal Customer,54,Business travel,Business,3331,2,2,2,2,4,5,5,5,5,5,5,3,5,3,0,0.0,satisfied
60101,Female,disloyal Customer,57,Business travel,Business,1182,3,3,3,2,5,3,5,5,5,3,5,3,4,5,0,0.0,satisfied
30395,Male,Loyal Customer,62,Personal Travel,Eco,862,2,1,2,3,1,2,1,1,2,1,2,4,3,1,7,10.0,neutral or dissatisfied
115772,Female,disloyal Customer,24,Business travel,Eco,308,1,0,1,3,4,1,4,4,3,4,5,3,5,4,2,0.0,neutral or dissatisfied
83400,Male,disloyal Customer,52,Business travel,Business,632,5,5,5,3,1,5,1,1,3,5,4,5,4,1,0,0.0,satisfied
95149,Female,Loyal Customer,36,Personal Travel,Eco,192,3,5,0,4,4,0,4,4,4,2,4,3,4,4,0,0.0,neutral or dissatisfied
61765,Male,Loyal Customer,50,Personal Travel,Eco,1635,1,5,1,5,5,1,5,5,2,5,5,1,5,5,22,16.0,neutral or dissatisfied
13032,Male,Loyal Customer,57,Personal Travel,Eco,374,4,4,4,4,5,4,5,5,5,5,5,3,5,5,4,0.0,neutral or dissatisfied
129655,Female,Loyal Customer,42,Business travel,Business,337,5,5,3,5,5,5,5,4,4,4,4,4,4,5,36,38.0,satisfied
8284,Male,Loyal Customer,25,Personal Travel,Eco,530,3,1,3,3,5,3,5,5,1,5,4,2,3,5,0,0.0,neutral or dissatisfied
9083,Male,Loyal Customer,17,Personal Travel,Eco,173,1,5,1,1,5,1,5,5,5,5,5,5,4,5,0,0.0,neutral or dissatisfied
45808,Female,disloyal Customer,37,Business travel,Eco,391,3,2,3,3,3,3,5,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
62785,Male,Loyal Customer,18,Personal Travel,Eco,2504,5,5,5,1,5,5,5,1,3,3,5,5,1,5,0,37.0,satisfied
102664,Male,Loyal Customer,45,Business travel,Business,365,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
41507,Female,disloyal Customer,21,Business travel,Eco,715,3,4,4,2,3,4,3,3,1,5,1,4,5,3,4,11.0,neutral or dissatisfied
125104,Female,disloyal Customer,24,Business travel,Eco,361,4,0,5,5,5,5,5,5,5,2,4,4,4,5,0,0.0,neutral or dissatisfied
3442,Female,Loyal Customer,40,Personal Travel,Eco,296,2,2,2,4,5,2,4,5,4,1,4,2,3,5,0,0.0,neutral or dissatisfied
25993,Male,Loyal Customer,28,Personal Travel,Eco,577,5,2,5,4,4,2,4,4,4,2,4,3,4,4,0,0.0,satisfied
28780,Male,disloyal Customer,25,Business travel,Business,679,4,0,4,5,3,4,3,3,3,5,5,4,5,3,77,77.0,neutral or dissatisfied
118809,Female,Loyal Customer,8,Personal Travel,Eco,368,3,1,3,2,1,3,1,1,1,5,2,1,1,1,0,0.0,neutral or dissatisfied
73275,Male,Loyal Customer,37,Business travel,Business,2045,5,5,5,5,4,4,5,4,4,4,4,3,4,4,16,0.0,satisfied
36854,Female,Loyal Customer,57,Business travel,Business,273,2,2,2,2,2,5,4,5,5,5,5,3,5,2,0,1.0,satisfied
19554,Female,disloyal Customer,16,Business travel,Eco,173,2,4,2,3,2,2,2,2,2,1,3,4,3,2,105,97.0,neutral or dissatisfied
25067,Male,Loyal Customer,46,Personal Travel,Eco,594,3,1,3,4,2,3,2,2,3,4,3,2,3,2,26,27.0,neutral or dissatisfied
78384,Female,Loyal Customer,45,Business travel,Business,980,2,2,2,2,4,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
47005,Male,Loyal Customer,24,Personal Travel,Eco Plus,845,2,4,2,4,4,2,4,4,4,2,5,5,5,4,28,31.0,neutral or dissatisfied
123508,Female,Loyal Customer,17,Personal Travel,Eco,2077,2,3,2,4,2,2,2,2,4,3,4,4,3,2,0,0.0,neutral or dissatisfied
57343,Male,Loyal Customer,36,Business travel,Business,2257,4,4,4,4,4,5,4,5,5,4,5,4,5,4,0,0.0,satisfied
77733,Female,Loyal Customer,59,Business travel,Business,731,3,5,5,5,5,4,3,3,3,3,3,1,3,1,17,1.0,neutral or dissatisfied
27384,Male,Loyal Customer,36,Business travel,Business,679,4,1,4,1,5,2,3,4,4,4,4,3,4,1,0,7.0,neutral or dissatisfied
8313,Male,Loyal Customer,29,Business travel,Eco Plus,335,4,5,5,5,4,4,4,4,2,5,3,2,3,4,0,0.0,neutral or dissatisfied
32623,Male,Loyal Customer,79,Business travel,Business,163,3,1,1,1,2,3,3,1,1,2,3,3,1,3,0,0.0,neutral or dissatisfied
17517,Female,Loyal Customer,32,Personal Travel,Eco,341,4,5,4,2,2,4,3,2,4,4,5,3,5,2,118,108.0,neutral or dissatisfied
56600,Male,Loyal Customer,54,Business travel,Business,3706,4,4,4,4,3,4,4,3,3,4,3,3,3,5,0,0.0,satisfied
4158,Female,Loyal Customer,31,Personal Travel,Eco,431,3,4,3,3,3,3,3,3,4,4,5,3,4,3,26,9.0,neutral or dissatisfied
31157,Female,Loyal Customer,48,Personal Travel,Eco,495,5,4,5,3,3,4,5,1,1,5,1,4,1,3,0,0.0,satisfied
83185,Male,Loyal Customer,26,Business travel,Eco Plus,549,3,1,1,1,3,3,3,3,2,4,4,2,4,3,28,14.0,neutral or dissatisfied
81898,Male,disloyal Customer,27,Business travel,Eco,680,2,2,2,4,5,2,5,5,1,3,4,2,3,5,1,0.0,neutral or dissatisfied
55779,Male,Loyal Customer,36,Personal Travel,Eco,599,3,4,3,4,3,3,3,3,4,2,1,4,5,3,0,8.0,neutral or dissatisfied
26941,Female,disloyal Customer,25,Business travel,Eco,1076,5,5,5,3,2,5,1,2,4,5,4,4,5,2,0,0.0,satisfied
29254,Male,disloyal Customer,37,Business travel,Eco,834,2,2,2,1,1,2,1,1,3,1,5,1,4,1,7,6.0,neutral or dissatisfied
54929,Female,Loyal Customer,53,Business travel,Business,1635,2,2,2,2,2,3,5,4,4,4,4,4,4,3,0,0.0,satisfied
122519,Female,disloyal Customer,11,Business travel,Eco,930,3,3,3,3,2,3,3,2,2,5,3,3,4,2,21,15.0,neutral or dissatisfied
6830,Female,Loyal Customer,66,Personal Travel,Eco,235,3,1,3,4,2,3,3,2,2,3,2,1,2,3,26,56.0,neutral or dissatisfied
110565,Female,Loyal Customer,41,Business travel,Business,488,5,5,5,5,4,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
123053,Female,Loyal Customer,29,Business travel,Business,1992,3,3,3,3,4,5,4,4,3,5,5,4,4,4,0,0.0,satisfied
9814,Female,Loyal Customer,48,Business travel,Business,1653,3,5,5,5,2,3,4,3,3,3,3,2,3,3,0,0.0,neutral or dissatisfied
2910,Female,disloyal Customer,27,Business travel,Business,409,4,5,5,3,2,5,2,2,3,4,5,5,4,2,0,32.0,neutral or dissatisfied
59583,Male,Loyal Customer,41,Business travel,Business,2733,5,5,5,5,5,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
46877,Female,Loyal Customer,16,Business travel,Eco,848,4,4,4,4,4,4,3,4,1,3,5,3,5,4,0,0.0,satisfied
70350,Male,Loyal Customer,49,Personal Travel,Eco,986,2,5,2,5,2,2,2,2,3,4,4,5,5,2,65,69.0,neutral or dissatisfied
123516,Female,Loyal Customer,69,Personal Travel,Eco,2296,3,5,4,3,4,5,5,3,3,4,3,4,3,3,0,0.0,neutral or dissatisfied
79144,Male,Loyal Customer,46,Personal Travel,Eco Plus,226,1,1,1,4,2,1,2,2,4,2,4,2,4,2,19,16.0,neutral or dissatisfied
99814,Male,Loyal Customer,58,Business travel,Business,2366,4,3,2,2,2,3,3,4,4,4,4,2,4,2,0,0.0,neutral or dissatisfied
35260,Female,Loyal Customer,48,Business travel,Business,2859,1,4,4,4,3,2,2,1,1,1,1,4,1,1,0,39.0,neutral or dissatisfied
55648,Female,Loyal Customer,54,Business travel,Business,1782,0,0,0,1,5,5,5,1,1,1,1,5,1,3,5,21.0,satisfied
102666,Female,Loyal Customer,36,Business travel,Business,255,5,5,5,5,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
3388,Female,disloyal Customer,21,Business travel,Eco,315,2,0,2,3,4,2,3,4,3,1,4,2,4,4,16,29.0,neutral or dissatisfied
102647,Male,Loyal Customer,47,Business travel,Business,255,0,0,0,4,2,4,5,1,1,1,1,5,1,5,36,27.0,satisfied
53667,Female,disloyal Customer,50,Business travel,Eco,1190,3,3,3,3,5,3,5,5,1,3,1,5,3,5,0,0.0,neutral or dissatisfied
110978,Male,Loyal Customer,47,Business travel,Business,197,3,3,3,3,5,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
91597,Male,Loyal Customer,18,Personal Travel,Business,1199,3,5,3,1,5,3,5,5,2,2,4,4,1,5,0,0.0,neutral or dissatisfied
