id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
45859,Female,Loyal Customer,49,Personal Travel,Eco Plus,411,4,5,4,1,3,5,5,4,4,4,4,5,4,3,56,41.0,neutral or dissatisfied
9492,Male,Loyal Customer,43,Business travel,Business,3616,3,3,3,3,5,5,4,5,5,5,5,3,5,3,67,61.0,satisfied
51178,Female,Loyal Customer,51,Business travel,Eco Plus,209,5,5,5,5,1,5,1,5,5,5,5,5,5,5,0,0.0,satisfied
123624,Female,Loyal Customer,8,Personal Travel,Business,214,1,0,1,4,5,1,5,5,1,5,3,4,1,5,0,10.0,neutral or dissatisfied
121667,Female,Loyal Customer,49,Business travel,Eco,511,2,3,3,3,3,4,4,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
41716,Female,Loyal Customer,23,Personal Travel,Eco,1404,1,4,1,1,5,1,5,5,3,5,3,3,4,5,0,0.0,neutral or dissatisfied
18912,Female,Loyal Customer,58,Personal Travel,Eco,551,2,5,2,4,5,5,4,3,3,2,3,4,3,3,0,0.0,neutral or dissatisfied
89869,Female,Loyal Customer,41,Business travel,Business,3916,3,3,3,3,4,5,4,5,5,5,5,5,5,4,21,38.0,satisfied
3280,Female,Loyal Customer,54,Personal Travel,Eco,479,3,3,3,5,2,1,3,3,3,3,3,1,3,2,48,37.0,neutral or dissatisfied
97336,Male,disloyal Customer,44,Business travel,Business,347,2,2,2,4,1,2,1,1,3,5,4,3,3,1,0,0.0,neutral or dissatisfied
104816,Male,Loyal Customer,25,Business travel,Eco Plus,587,3,1,1,1,3,3,2,3,3,4,4,3,3,3,17,24.0,neutral or dissatisfied
31885,Male,Loyal Customer,32,Business travel,Business,2762,3,2,3,3,4,4,4,4,4,5,4,2,2,4,19,2.0,satisfied
119173,Female,Loyal Customer,48,Business travel,Business,2943,0,0,0,1,4,5,4,3,3,3,3,5,3,4,0,0.0,satisfied
76458,Male,Loyal Customer,59,Business travel,Business,2749,0,4,0,2,4,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
30056,Female,Loyal Customer,24,Business travel,Business,3459,3,3,3,3,4,4,5,4,5,3,1,3,1,4,0,0.0,satisfied
114438,Male,Loyal Customer,42,Business travel,Business,446,1,1,1,1,5,5,5,4,4,4,4,5,4,5,8,15.0,satisfied
41742,Male,Loyal Customer,64,Personal Travel,Eco,695,1,1,1,4,4,1,4,4,1,2,4,4,4,4,0,0.0,neutral or dissatisfied
113338,Male,Loyal Customer,59,Business travel,Business,1943,4,4,4,4,3,4,5,5,5,5,4,4,5,3,0,0.0,satisfied
85475,Male,disloyal Customer,18,Business travel,Eco,332,1,1,1,4,4,1,4,4,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
36580,Male,Loyal Customer,67,Business travel,Business,1121,1,5,3,5,1,3,4,1,1,1,1,3,1,4,5,14.0,neutral or dissatisfied
117215,Male,Loyal Customer,46,Personal Travel,Eco,304,1,4,1,5,2,1,2,2,4,4,5,5,4,2,15,18.0,neutral or dissatisfied
42890,Male,Loyal Customer,41,Business travel,Eco,200,4,5,5,5,3,4,3,3,5,4,4,2,5,3,0,0.0,satisfied
12516,Male,disloyal Customer,39,Business travel,Eco,788,4,4,4,1,2,4,3,2,1,5,3,5,4,2,16,4.0,neutral or dissatisfied
49945,Female,disloyal Customer,33,Business travel,Eco,86,1,0,1,3,5,1,5,5,3,2,4,2,3,5,17,11.0,neutral or dissatisfied
65745,Male,Loyal Customer,13,Personal Travel,Eco,936,1,3,1,5,5,1,5,5,5,2,1,3,2,5,8,5.0,neutral or dissatisfied
92751,Female,Loyal Customer,17,Personal Travel,Eco,1276,3,4,4,4,2,4,1,2,2,2,3,1,4,2,0,0.0,neutral or dissatisfied
38253,Female,Loyal Customer,47,Business travel,Business,3766,1,1,1,1,5,4,4,3,3,4,3,4,3,4,1,11.0,satisfied
106755,Female,Loyal Customer,33,Business travel,Business,945,4,1,1,1,4,3,4,4,4,4,4,2,4,1,0,0.0,neutral or dissatisfied
48771,Female,disloyal Customer,37,Business travel,Business,326,2,2,2,3,1,2,1,1,2,2,3,1,3,1,0,0.0,neutral or dissatisfied
15131,Female,disloyal Customer,27,Business travel,Eco,912,2,2,2,3,5,2,4,5,4,1,5,5,5,5,0,4.0,neutral or dissatisfied
94096,Female,Loyal Customer,62,Personal Travel,Business,562,1,5,1,2,2,4,4,3,3,1,3,5,3,3,0,0.0,neutral or dissatisfied
18031,Female,disloyal Customer,20,Business travel,Eco,488,4,5,4,4,4,4,4,4,3,2,4,3,4,4,0,0.0,satisfied
21548,Male,Loyal Customer,21,Personal Travel,Eco,331,2,4,5,4,3,5,3,3,1,1,4,4,4,3,0,0.0,neutral or dissatisfied
34889,Female,disloyal Customer,37,Business travel,Business,187,3,3,3,2,5,3,5,5,1,1,3,2,3,5,14,7.0,neutral or dissatisfied
115850,Female,disloyal Customer,23,Business travel,Eco,373,1,2,1,4,4,1,4,4,2,2,3,1,3,4,0,0.0,neutral or dissatisfied
100233,Female,disloyal Customer,15,Business travel,Eco,1053,1,0,0,4,3,0,3,3,4,5,4,1,3,3,11,6.0,neutral or dissatisfied
109224,Male,Loyal Customer,37,Personal Travel,Eco,483,1,4,3,3,3,3,3,3,2,1,3,3,4,3,0,7.0,neutral or dissatisfied
12974,Female,disloyal Customer,23,Business travel,Eco,374,3,5,3,4,1,3,1,1,4,3,4,4,5,1,22,22.0,neutral or dissatisfied
106820,Female,Loyal Customer,35,Business travel,Business,1488,3,3,3,3,4,5,5,4,4,4,4,3,4,5,44,38.0,satisfied
105683,Male,Loyal Customer,34,Business travel,Business,787,4,4,4,4,3,5,5,4,4,4,4,5,4,3,1,0.0,satisfied
39669,Male,Loyal Customer,32,Personal Travel,Eco,476,5,4,5,4,3,5,3,3,1,1,3,4,3,3,0,0.0,satisfied
8890,Male,Loyal Customer,15,Personal Travel,Eco,539,1,5,1,2,2,1,5,2,4,5,4,4,4,2,21,14.0,neutral or dissatisfied
126531,Male,Loyal Customer,46,Business travel,Business,644,4,4,3,4,2,5,4,5,5,5,5,3,5,4,15,0.0,satisfied
58046,Female,Loyal Customer,39,Business travel,Business,1827,5,5,2,5,5,4,5,4,4,5,4,4,4,3,0,0.0,satisfied
62714,Female,Loyal Customer,56,Business travel,Business,2486,2,2,5,2,5,5,5,3,4,4,5,5,4,5,1,45.0,satisfied
25315,Male,Loyal Customer,42,Personal Travel,Eco,432,3,3,3,1,3,3,3,3,2,2,5,4,3,3,17,19.0,neutral or dissatisfied
16032,Female,Loyal Customer,51,Personal Travel,Eco,780,3,3,3,3,1,1,5,3,3,3,1,4,3,5,0,0.0,neutral or dissatisfied
18377,Male,Loyal Customer,69,Personal Travel,Eco Plus,169,3,5,3,3,4,3,5,4,3,4,4,5,5,4,43,31.0,neutral or dissatisfied
28439,Male,Loyal Customer,28,Business travel,Business,2496,2,4,2,2,4,3,3,2,4,5,5,3,1,3,0,0.0,satisfied
92282,Male,Loyal Customer,32,Personal Travel,Eco,1900,3,2,3,4,5,3,3,5,4,2,3,1,3,5,1,23.0,neutral or dissatisfied
2459,Female,Loyal Customer,29,Business travel,Business,3573,1,1,1,1,5,5,5,5,5,3,5,5,5,5,0,0.0,satisfied
120651,Female,Loyal Customer,36,Business travel,Business,3583,2,2,2,2,3,5,5,4,4,4,4,5,4,5,14,4.0,satisfied
14103,Female,Loyal Customer,30,Personal Travel,Eco,201,3,5,0,2,2,0,2,2,1,1,5,3,2,2,2,0.0,neutral or dissatisfied
116676,Female,disloyal Customer,39,Business travel,Business,447,3,3,3,3,2,3,4,2,3,2,5,4,4,2,1,0.0,neutral or dissatisfied
48172,Female,Loyal Customer,39,Business travel,Business,259,2,2,2,2,2,2,3,4,4,4,4,3,4,1,0,0.0,satisfied
30526,Male,Loyal Customer,37,Personal Travel,Eco,464,4,4,4,4,3,4,3,3,3,4,4,5,4,3,35,41.0,neutral or dissatisfied
35494,Male,Loyal Customer,24,Personal Travel,Eco,1074,1,5,1,1,5,1,5,5,3,2,5,3,4,5,51,39.0,neutral or dissatisfied
23981,Female,disloyal Customer,18,Business travel,Eco,562,0,0,0,3,5,0,5,5,5,3,4,4,5,5,0,0.0,satisfied
16225,Male,Loyal Customer,52,Business travel,Eco,266,4,4,4,4,4,4,4,4,2,2,3,1,5,4,0,0.0,satisfied
39391,Female,Loyal Customer,22,Business travel,Business,521,3,3,3,3,5,5,5,5,3,4,2,3,1,5,0,0.0,satisfied
61310,Female,Loyal Customer,55,Business travel,Business,3379,4,4,4,4,3,4,4,4,4,4,4,4,4,3,60,45.0,satisfied
66919,Male,Loyal Customer,47,Business travel,Business,3530,4,4,4,4,4,5,4,4,4,5,4,3,4,4,0,4.0,satisfied
74310,Female,disloyal Customer,54,Business travel,Business,1171,3,2,2,3,5,3,5,5,4,2,5,3,5,5,0,0.0,neutral or dissatisfied
52848,Male,Loyal Customer,34,Personal Travel,Eco,1721,3,4,3,3,4,3,4,4,3,4,3,3,4,4,12,0.0,neutral or dissatisfied
101353,Male,disloyal Customer,48,Business travel,Business,1986,3,4,4,2,3,3,3,3,4,4,4,3,5,3,0,17.0,neutral or dissatisfied
107077,Female,Loyal Customer,22,Personal Travel,Eco,395,2,5,2,5,4,2,4,4,3,4,5,4,5,4,9,12.0,neutral or dissatisfied
36966,Male,Loyal Customer,40,Business travel,Business,2976,1,1,1,1,2,1,4,5,5,5,5,1,5,4,0,0.0,satisfied
113325,Male,disloyal Customer,21,Business travel,Eco,258,4,2,4,2,1,4,1,1,3,3,3,1,2,1,20,20.0,neutral or dissatisfied
26072,Female,disloyal Customer,25,Business travel,Eco,591,4,0,3,5,3,3,3,3,2,3,4,2,5,3,0,0.0,satisfied
61663,Male,Loyal Customer,47,Business travel,Business,1464,2,2,2,2,5,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
40909,Male,Loyal Customer,35,Personal Travel,Eco,532,4,4,4,2,2,4,2,2,3,3,5,4,4,2,0,0.0,satisfied
68480,Female,Loyal Customer,56,Business travel,Business,1506,3,3,3,3,5,5,4,4,4,5,4,5,4,5,0,0.0,satisfied
14906,Male,Loyal Customer,19,Personal Travel,Eco,343,3,4,3,3,1,3,1,1,4,2,5,3,5,1,12,31.0,neutral or dissatisfied
75670,Female,Loyal Customer,55,Business travel,Business,1758,5,5,5,5,4,4,4,3,3,5,5,4,3,4,169,160.0,satisfied
67580,Male,Loyal Customer,40,Business travel,Business,1464,4,4,4,4,4,5,4,4,4,4,4,5,4,4,100,91.0,satisfied
29299,Male,Loyal Customer,68,Business travel,Business,2785,3,3,3,3,5,2,5,4,4,4,4,1,4,2,0,0.0,satisfied
39115,Male,disloyal Customer,23,Business travel,Eco,190,2,2,2,4,1,2,1,1,2,1,4,4,3,1,0,0.0,neutral or dissatisfied
31436,Female,Loyal Customer,14,Business travel,Eco Plus,1546,1,3,3,3,1,2,1,1,2,1,3,2,3,1,68,89.0,neutral or dissatisfied
95150,Male,Loyal Customer,22,Personal Travel,Eco,248,1,5,1,4,5,1,5,5,5,5,4,4,5,5,20,31.0,neutral or dissatisfied
47247,Female,disloyal Customer,22,Business travel,Eco,599,2,4,2,5,3,2,3,3,5,3,5,5,5,3,0,0.0,neutral or dissatisfied
121544,Female,disloyal Customer,39,Business travel,Business,936,3,3,3,3,1,3,1,1,1,4,4,1,3,1,0,0.0,neutral or dissatisfied
33823,Female,Loyal Customer,23,Business travel,Eco Plus,1521,0,3,0,2,2,0,5,2,1,1,1,3,2,2,0,0.0,satisfied
80476,Male,Loyal Customer,54,Personal Travel,Eco,1299,5,4,5,1,5,4,5,5,3,4,4,3,5,5,0,0.0,satisfied
111344,Male,Loyal Customer,28,Personal Travel,Eco Plus,283,3,5,3,3,5,3,5,5,3,2,5,4,5,5,32,52.0,neutral or dissatisfied
54999,Male,Loyal Customer,14,Business travel,Eco,1303,3,2,2,2,3,3,4,3,2,4,3,3,4,3,2,0.0,neutral or dissatisfied
16954,Female,Loyal Customer,64,Personal Travel,Eco,116,2,3,2,1,1,3,3,4,4,2,4,5,4,4,0,0.0,neutral or dissatisfied
19595,Male,Loyal Customer,40,Personal Travel,Eco,212,4,5,4,2,5,4,5,5,2,2,5,3,4,5,60,63.0,neutral or dissatisfied
25034,Male,Loyal Customer,50,Personal Travel,Eco,907,1,4,1,4,1,1,1,1,4,2,5,5,5,1,10,0.0,neutral or dissatisfied
88469,Male,Loyal Customer,49,Business travel,Eco,194,4,1,1,1,4,4,4,4,4,5,2,3,4,4,8,3.0,satisfied
117507,Male,Loyal Customer,57,Personal Travel,Eco,507,2,5,3,2,5,3,5,5,4,4,4,5,4,5,7,0.0,neutral or dissatisfied
89011,Male,disloyal Customer,55,Business travel,Business,1892,5,5,5,4,5,5,5,5,4,2,5,5,5,5,0,5.0,satisfied
22809,Male,Loyal Customer,27,Business travel,Business,1970,3,3,3,3,2,2,3,2,4,4,3,4,4,2,0,19.0,neutral or dissatisfied
24069,Female,Loyal Customer,37,Personal Travel,Eco Plus,595,2,2,2,3,4,2,4,4,2,1,3,4,3,4,0,20.0,neutral or dissatisfied
76921,Male,Loyal Customer,56,Business travel,Business,1727,4,1,4,4,3,4,5,5,5,5,5,3,5,3,10,0.0,satisfied
126103,Male,Loyal Customer,49,Business travel,Business,2211,1,1,1,1,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
37862,Female,Loyal Customer,39,Business travel,Business,1768,1,0,0,4,4,3,3,4,4,0,2,1,4,4,0,0.0,neutral or dissatisfied
124909,Female,Loyal Customer,31,Business travel,Business,3061,2,4,4,4,2,2,2,2,3,4,4,4,4,2,0,3.0,neutral or dissatisfied
77989,Male,Loyal Customer,44,Business travel,Business,214,4,3,4,4,4,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
123732,Male,Loyal Customer,52,Personal Travel,Eco Plus,214,3,5,3,4,3,3,3,3,3,3,5,4,4,3,0,0.0,neutral or dissatisfied
47941,Male,Loyal Customer,59,Personal Travel,Eco,451,2,3,2,1,3,2,2,3,2,3,3,1,2,3,82,72.0,neutral or dissatisfied
6098,Male,Loyal Customer,20,Personal Travel,Eco Plus,672,2,4,2,1,1,2,1,1,5,1,3,5,5,1,0,0.0,neutral or dissatisfied
80585,Female,Loyal Customer,61,Personal Travel,Eco,1747,2,5,2,3,5,5,5,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
32352,Male,Loyal Customer,39,Business travel,Business,1754,2,2,2,2,5,5,5,4,4,4,5,4,4,3,0,1.0,satisfied
10551,Male,disloyal Customer,27,Business travel,Business,316,4,4,4,1,1,4,1,1,3,2,4,5,4,1,0,0.0,neutral or dissatisfied
35462,Female,Loyal Customer,24,Personal Travel,Eco,989,2,4,2,3,1,2,1,1,3,4,5,5,4,1,0,0.0,neutral or dissatisfied
43110,Female,Loyal Customer,8,Personal Travel,Eco,236,2,4,2,1,3,2,3,3,3,3,5,5,5,3,0,0.0,neutral or dissatisfied
100016,Female,disloyal Customer,32,Business travel,Business,289,1,1,1,2,3,1,3,3,4,5,5,3,4,3,37,41.0,neutral or dissatisfied
44620,Male,Loyal Customer,26,Business travel,Business,2363,3,3,3,3,5,5,5,5,5,3,2,3,3,5,0,0.0,satisfied
105190,Female,Loyal Customer,22,Personal Travel,Eco,281,3,5,3,1,5,3,5,5,5,2,2,4,1,5,33,25.0,neutral or dissatisfied
28982,Female,disloyal Customer,20,Business travel,Eco,1050,1,0,0,3,1,0,1,1,4,5,3,3,3,1,0,0.0,neutral or dissatisfied
48540,Female,Loyal Customer,49,Business travel,Business,337,2,2,2,2,5,1,3,4,4,4,4,4,4,3,15,14.0,satisfied
34865,Female,Loyal Customer,54,Business travel,Business,2248,2,2,2,2,4,4,4,5,3,5,1,4,3,4,0,90.0,satisfied
14,Male,Loyal Customer,9,Personal Travel,Business,853,1,5,1,2,5,1,5,5,4,3,4,5,5,5,68,76.0,neutral or dissatisfied
24516,Male,disloyal Customer,22,Business travel,Eco,547,4,3,4,1,2,4,2,2,4,5,2,5,2,2,3,13.0,satisfied
45429,Female,Loyal Customer,53,Business travel,Business,649,4,4,4,4,5,5,3,4,4,4,4,3,4,2,0,3.0,satisfied
12697,Female,Loyal Customer,50,Business travel,Eco,689,4,2,2,2,2,1,4,4,4,4,4,3,4,2,0,0.0,satisfied
97128,Male,Loyal Customer,41,Business travel,Eco,715,4,5,5,5,5,4,5,5,3,3,3,2,2,5,15,15.0,neutral or dissatisfied
67504,Female,disloyal Customer,29,Business travel,Business,1205,2,2,2,4,2,2,2,2,5,5,5,5,5,2,0,0.0,neutral or dissatisfied
94743,Female,Loyal Customer,55,Business travel,Business,341,2,1,1,1,3,4,3,2,2,2,2,2,2,3,8,10.0,neutral or dissatisfied
42191,Male,Loyal Customer,45,Business travel,Business,2737,1,1,1,1,2,5,4,5,5,5,5,4,5,2,16,4.0,satisfied
14833,Male,Loyal Customer,40,Business travel,Eco,261,5,2,2,2,5,5,5,5,3,5,2,5,3,5,0,0.0,satisfied
47829,Female,disloyal Customer,25,Business travel,Eco,817,2,2,2,4,5,2,3,5,2,4,4,3,4,5,0,0.0,neutral or dissatisfied
103838,Male,Loyal Customer,50,Business travel,Eco,979,3,5,5,5,3,3,3,3,2,1,4,4,3,3,1,16.0,neutral or dissatisfied
62025,Female,Loyal Customer,43,Business travel,Business,2475,5,5,5,5,4,5,5,4,4,3,4,3,4,3,0,0.0,satisfied
15550,Female,Loyal Customer,42,Business travel,Business,1595,4,4,4,4,5,5,5,4,4,4,4,3,4,5,30,0.0,satisfied
23008,Female,Loyal Customer,68,Personal Travel,Eco,528,3,3,3,4,1,1,2,5,5,3,5,5,5,5,4,0.0,neutral or dissatisfied
105411,Female,Loyal Customer,23,Personal Travel,Eco Plus,369,4,1,4,3,4,4,4,4,2,4,4,3,4,4,33,33.0,neutral or dissatisfied
107673,Male,disloyal Customer,26,Business travel,Business,251,4,0,4,2,3,4,3,3,4,3,5,4,4,3,9,6.0,neutral or dissatisfied
91350,Male,Loyal Customer,28,Personal Travel,Eco Plus,406,2,5,2,3,3,2,1,3,5,5,4,5,4,3,0,0.0,neutral or dissatisfied
76408,Male,Loyal Customer,52,Personal Travel,Business,405,2,5,2,4,3,4,4,3,3,2,3,4,3,4,6,0.0,neutral or dissatisfied
87928,Male,Loyal Customer,58,Business travel,Business,594,1,4,4,4,3,2,2,1,1,2,1,4,1,4,59,52.0,neutral or dissatisfied
55955,Male,Loyal Customer,43,Business travel,Business,1620,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
13499,Female,Loyal Customer,31,Business travel,Eco,227,5,3,5,3,5,5,5,5,2,1,3,5,2,5,0,4.0,satisfied
54192,Female,disloyal Customer,59,Personal Travel,Eco,1400,2,5,2,3,5,2,1,5,5,2,4,4,4,5,31,2.0,neutral or dissatisfied
84723,Female,Loyal Customer,22,Business travel,Business,2612,3,3,3,3,5,5,5,5,5,5,5,3,4,5,12,8.0,satisfied
94963,Male,Loyal Customer,36,Business travel,Eco,248,5,4,4,4,5,5,5,5,5,3,1,3,4,5,1,0.0,satisfied
28619,Female,disloyal Customer,22,Business travel,Business,1486,0,5,0,3,1,5,3,1,1,2,3,4,4,1,0,0.0,satisfied
10134,Female,Loyal Customer,63,Personal Travel,Eco,946,4,5,4,1,1,4,1,2,2,4,2,3,2,1,0,0.0,satisfied
117461,Male,Loyal Customer,37,Business travel,Eco Plus,1020,4,4,4,4,4,3,4,4,1,1,3,4,3,4,94,95.0,neutral or dissatisfied
74753,Male,Loyal Customer,15,Personal Travel,Eco,1464,1,4,1,5,3,1,3,3,5,4,4,4,5,3,45,74.0,neutral or dissatisfied
10257,Female,Loyal Customer,46,Personal Travel,Business,247,3,5,0,4,4,5,4,5,5,0,5,5,5,5,0,0.0,neutral or dissatisfied
93016,Female,Loyal Customer,40,Business travel,Eco,1124,5,3,3,3,5,5,5,5,2,1,1,4,4,5,86,114.0,satisfied
41633,Male,Loyal Customer,33,Personal Travel,Eco,374,3,0,3,4,3,3,1,3,5,3,5,3,5,3,9,13.0,neutral or dissatisfied
18518,Male,disloyal Customer,25,Business travel,Eco,262,5,4,5,5,4,5,4,4,2,5,5,4,4,4,0,0.0,satisfied
74826,Male,Loyal Customer,45,Personal Travel,Eco Plus,1464,5,4,5,3,3,5,3,3,5,4,5,3,4,3,8,31.0,satisfied
101712,Male,Loyal Customer,14,Personal Travel,Eco,1624,4,2,4,3,5,4,3,5,2,1,3,2,3,5,15,0.0,neutral or dissatisfied
37595,Female,Loyal Customer,65,Business travel,Business,2227,4,3,3,3,4,3,4,4,4,4,4,3,4,3,64,65.0,neutral or dissatisfied
75124,Female,Loyal Customer,60,Business travel,Business,1726,4,4,4,4,3,5,5,4,4,5,4,3,4,3,0,0.0,satisfied
52573,Male,Loyal Customer,32,Business travel,Eco,160,4,1,1,1,4,4,4,4,5,5,3,4,4,4,0,0.0,satisfied
126613,Male,Loyal Customer,28,Personal Travel,Eco,1337,3,4,3,3,3,3,3,3,4,3,5,3,5,3,108,130.0,neutral or dissatisfied
108141,Male,Loyal Customer,46,Business travel,Business,766,3,1,1,1,1,3,3,3,3,3,3,4,3,4,2,0.0,neutral or dissatisfied
97569,Male,Loyal Customer,51,Business travel,Business,2563,5,5,5,5,4,5,4,4,4,5,4,3,4,5,14,3.0,satisfied
19254,Male,Loyal Customer,34,Business travel,Eco Plus,420,3,3,3,3,4,3,3,5,5,2,3,3,2,3,177,167.0,satisfied
86361,Female,Loyal Customer,59,Business travel,Business,762,1,1,1,1,5,4,4,5,5,4,5,3,5,3,16,51.0,satisfied
68359,Female,Loyal Customer,40,Business travel,Business,2072,5,5,4,5,2,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
121201,Female,Loyal Customer,63,Business travel,Eco Plus,2521,3,4,4,4,3,2,2,3,3,3,3,4,3,4,107,,neutral or dissatisfied
103872,Female,Loyal Customer,13,Personal Travel,Eco,1056,2,4,2,3,4,2,4,4,5,1,5,2,5,4,2,0.0,neutral or dissatisfied
96845,Male,Loyal Customer,36,Business travel,Business,2539,3,3,3,3,2,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
62657,Male,Loyal Customer,31,Personal Travel,Eco,1723,3,5,3,1,1,3,5,1,4,2,4,4,4,1,0,0.0,neutral or dissatisfied
55940,Female,Loyal Customer,13,Personal Travel,Eco Plus,733,1,2,1,4,3,1,3,3,3,4,3,1,4,3,0,0.0,neutral or dissatisfied
99800,Female,Loyal Customer,38,Business travel,Business,584,1,4,4,4,1,4,4,1,1,1,1,4,1,1,54,49.0,neutral or dissatisfied
70040,Female,Loyal Customer,59,Business travel,Eco,583,4,1,1,1,3,5,3,4,4,4,4,3,4,3,0,0.0,satisfied
35073,Female,Loyal Customer,48,Personal Travel,Business,1005,2,5,2,4,2,5,4,5,5,2,1,5,5,4,13,13.0,neutral or dissatisfied
125647,Female,Loyal Customer,41,Business travel,Business,1642,4,4,4,4,3,5,5,2,2,2,2,3,2,4,43,39.0,satisfied
118431,Female,disloyal Customer,20,Business travel,Business,304,5,0,5,2,2,5,4,2,3,5,4,5,5,2,21,18.0,satisfied
122388,Male,Loyal Customer,7,Personal Travel,Eco,529,1,5,1,1,2,1,2,2,5,5,5,5,4,2,125,91.0,neutral or dissatisfied
124019,Female,Loyal Customer,56,Personal Travel,Eco,184,2,3,2,3,2,4,3,4,4,2,1,3,4,1,0,0.0,neutral or dissatisfied
19178,Male,disloyal Customer,28,Business travel,Eco,1024,2,2,2,4,5,2,5,5,2,2,4,4,4,5,9,0.0,neutral or dissatisfied
4702,Male,Loyal Customer,42,Personal Travel,Eco,364,1,5,1,3,4,1,4,4,4,3,4,4,5,4,0,2.0,neutral or dissatisfied
114192,Female,Loyal Customer,72,Business travel,Eco,957,3,5,2,2,5,4,4,3,3,3,3,1,3,1,9,1.0,neutral or dissatisfied
42885,Female,Loyal Customer,52,Business travel,Business,200,5,5,5,5,3,5,4,4,4,4,5,5,4,3,0,6.0,satisfied
14782,Female,Loyal Customer,41,Personal Travel,Eco,487,4,2,4,3,5,4,5,5,1,5,4,2,3,5,115,121.0,neutral or dissatisfied
44305,Female,Loyal Customer,51,Business travel,Eco,1428,4,4,3,4,3,1,4,4,4,4,4,4,4,5,0,0.0,satisfied
27095,Male,Loyal Customer,26,Business travel,Business,1721,4,4,4,4,4,4,4,4,5,2,3,3,2,4,0,0.0,satisfied
15805,Female,Loyal Customer,57,Personal Travel,Eco,143,3,2,3,3,2,3,3,1,1,3,1,1,1,1,11,0.0,neutral or dissatisfied
74532,Male,disloyal Customer,44,Business travel,Eco,810,1,1,1,3,5,1,5,5,3,2,4,4,3,5,12,0.0,neutral or dissatisfied
45474,Male,disloyal Customer,25,Business travel,Eco,522,2,2,2,2,3,2,3,3,3,1,2,1,2,3,63,68.0,neutral or dissatisfied
52027,Male,Loyal Customer,42,Personal Travel,Eco,328,4,4,4,4,4,4,4,4,3,5,5,4,5,4,0,0.0,satisfied
27566,Female,Loyal Customer,66,Personal Travel,Eco,954,3,5,3,1,3,5,5,1,1,3,1,5,1,5,49,18.0,neutral or dissatisfied
89507,Male,Loyal Customer,47,Business travel,Business,950,1,1,1,1,4,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
35004,Male,Loyal Customer,14,Personal Travel,Eco,1182,3,5,3,4,3,3,2,3,3,4,4,5,4,3,1,13.0,neutral or dissatisfied
102174,Female,Loyal Customer,47,Business travel,Business,3234,3,3,3,3,3,5,4,3,3,3,3,5,3,3,0,0.0,satisfied
126255,Female,disloyal Customer,23,Business travel,Eco,328,4,0,4,1,4,4,1,4,4,1,4,2,3,4,0,0.0,neutral or dissatisfied
